"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"EU27_2020","GFCF","TOT","QGRWTH","Q","2017-Q3",-3.431039817,
"EU27_2020","GFCF","TOT","QGRWTH","Q","2017-Q4",0.755607803,
"EU27_2020","GFCF","TOT","QGRWTH","Q","2018-Q1",0.464659393,
"EU27_2020","GFCF","TOT","QGRWTH","Q","2018-Q2",2.026745312,
"EU27_2020","GFCF","TOT","QGRWTH","Q","2018-Q3",0.283408236,
"EU27_2020","GFCF","TOT","QGRWTH","Q","2018-Q4",3.940293294,
"EU27_2020","GFCF","TOT","QGRWTH","Q","2019-Q1",-1.701027921,
"EU27_2020","GFCF","TOT","QGRWTH","Q","2019-Q2",5.972699289,
"EU27_2020","GFCF","TOT","QGRWTH","Q","2019-Q3",-3.900599518,
"EU27_2020","GFCF","TOT","QGRWTH","Q","2019-Q4",8.117595851,
"EU27_2020","GFCF","TOT","QGRWTH","Q","2020-Q1",-4.272489186,
"EU27_2020","GFCF","TOT","QGRWTH","Q","2020-Q2",-17.147042516,
"EU27_2020","GFCF","TOT","QGRWTH","Q","2020-Q3",13.576960101,
"EU27_2020","GFCF","TOT","QGRWTH","Q","2020-Q4",3.293172398,
"EU27_2020","GFCF","TOT","QGRWTH","Q","2021-Q1",-1.752061393,
"EU27_2020","GFCF","TOT","QGRWTH","Q","2021-Q2",1.469188739,
"EU27_2020","GFCF","TOT","QGRWTH","Q","2021-Q3",-0.576999483,
"EU27_2020","GFCF","TOT","QGRWTH","Q","2021-Q4",2.962206533,
"EU27_2020","GFCF","TOT","QGRWTH","Q","2022-Q1",-0.006213354,
"EU27_2020","GFCF","TOT","QGRWTH","Q","2022-Q2",0.600203383,
"CRI","GFCF","TOT","QGRWTH","Q","2017-Q1",0.16067844,
"CRI","GFCF","TOT","QGRWTH","Q","2017-Q2",-3.572237248,
"CRI","GFCF","TOT","QGRWTH","Q","2017-Q3",-10.615539416,
"CRI","GFCF","TOT","QGRWTH","Q","2017-Q4",11.483069599,
"CRI","GFCF","TOT","QGRWTH","Q","2018-Q1",1.690528737,
"CRI","GFCF","TOT","QGRWTH","Q","2018-Q2",2.284066402,
"CRI","GFCF","TOT","QGRWTH","Q","2018-Q3",-4.668251664,
"CRI","GFCF","TOT","QGRWTH","Q","2018-Q4",-3.388757016,
"CRI","GFCF","TOT","QGRWTH","Q","2019-Q1",-0.272789673,
"CRI","GFCF","TOT","QGRWTH","Q","2019-Q2",-5.77780094,
"CRI","GFCF","TOT","QGRWTH","Q","2019-Q3",-1.336267752,
"CRI","GFCF","TOT","QGRWTH","Q","2019-Q4",4.947575657,
"CRI","GFCF","TOT","QGRWTH","Q","2020-Q1",-5.003816259,
"CRI","GFCF","TOT","QGRWTH","Q","2020-Q2",0.880503012,
"CRI","GFCF","TOT","QGRWTH","Q","2020-Q3",0.605184058,
"CRI","GFCF","TOT","QGRWTH","Q","2020-Q4",-2.745839131,
"CRI","GFCF","TOT","QGRWTH","Q","2021-Q1",-0.045155457,
"CRI","GFCF","TOT","QGRWTH","Q","2021-Q2",17.108147757,
"CRI","GFCF","TOT","QGRWTH","Q","2021-Q3",-1.586428065,
"CRI","GFCF","TOT","QGRWTH","Q","2021-Q4",1.435306759,
"CRI","GFCF","TOT","QGRWTH","Q","2022-Q1",5.99692348,
"CRI","GFCF","TOT","QGRWTH","Q","2022-Q2",-8.07712784,
"CRI","GFCF","TOT","QGRWTH","Q","2022-Q3",-4.746282869,
"HRV","GFCF","TOT","QGRWTH","Q","2017-Q1",-1.275253407,
"HRV","GFCF","TOT","QGRWTH","Q","2017-Q2",1.747546281,
"HRV","GFCF","TOT","QGRWTH","Q","2017-Q3",0.338281718,
"HRV","GFCF","TOT","QGRWTH","Q","2017-Q4",0.026010035,
"HRV","GFCF","TOT","QGRWTH","Q","2018-Q1",-0.121373556,
"HRV","GFCF","TOT","QGRWTH","Q","2018-Q2",1.44388568,
"HRV","GFCF","TOT","QGRWTH","Q","2018-Q3",2.374363484,
"HRV","GFCF","TOT","QGRWTH","Q","2018-Q4",4.115772249,
"HRV","GFCF","TOT","QGRWTH","Q","2019-Q1",3.352116535,
"HRV","GFCF","TOT","QGRWTH","Q","2019-Q2",1.349200328,
"HRV","GFCF","TOT","QGRWTH","Q","2019-Q3",0.209781184,
"HRV","GFCF","TOT","QGRWTH","Q","2019-Q4",2.072915812,
"HRV","GFCF","TOT","QGRWTH","Q","2020-Q1",-4.909136475,"P"
"HRV","GFCF","TOT","QGRWTH","Q","2020-Q2",-12.156210053,"P"
"HRV","GFCF","TOT","QGRWTH","Q","2020-Q3",11.674065758,"P"
"HRV","GFCF","TOT","QGRWTH","Q","2020-Q4",3.969968931,"P"
"HRV","GFCF","TOT","QGRWTH","Q","2021-Q1",2.089357737,"P"
"HRV","GFCF","TOT","QGRWTH","Q","2021-Q2",0.048982708,"P"
"HRV","GFCF","TOT","QGRWTH","Q","2021-Q3",0.909959283,"P"
"HRV","GFCF","TOT","QGRWTH","Q","2021-Q4",-1.523844744,"P"
"HRV","GFCF","TOT","QGRWTH","Q","2022-Q1",7.820398276,"P"
"HRV","GFCF","TOT","QGRWTH","Q","2022-Q2",-1.783792893,"P"
